47.449497,11.007059
47.653932,11.366395
47.412492,11.103538
47.449497,11.007059
47.789542,11.83299
47.564956,12.28843
47.578544,10.734986
47.50445,11.279901
47.61644,11.34416
22.890827,88.425677
29.297308,110.43844
47.714366,11.756882
48.079964,12.53436
47.70202,10.93611
29.297308,110.43844
47.647947,12.174034
47.640891,13.026079
49.103343,10.837124
48.911284,11.830377
49.545675,11.94308
47.714366,11.756882
51.163154,14.455795
47.606861,12.901314
22.890827,88.425677
47.578544,10.734986
47.647947,12.174034
47.602072,10.812889
47.606861,12.901314
51.163154,14.455795
47.596055,11.067191
47.760283,12.460637
47.409108,10.280006
47.606861,12.901314
47.409108,10.280006
29.297308,110.43844
47.492674,11.104571
47.718903,11.949842
47.492674,11.104571
47.606861,12.901314
48.27077,10.833833
49.895431,10.897137
47.596055,11.067191
47.86761,12.39599
47.492674,11.104571
48.3925,9.9938
49.9879,11.979943
47.582331,9.911846
47.67423,16.22904
47.944209,11.293705
49.9879,11.979943
46.8,14.18333
47.564956,12.28843
51.163154,14.455795
48.533862,12.148372
51.163154,14.455795
48.780925,13.80375
47.556012,10.019312
49.846537,12.199169
47.736714,11.857395
50.37496,11.510441
47.564956,12.28843
47.629616,10.010093
47.629616,10.010093
47.584069,9.854134
47.612734,12.190504
49.176995,10.923938
47.602072,10.812889
47.574688,10.293852
47.629616,10.010093
49.107241,11.441128
47.6023,12.98699
47.716423,11.722012
47.750362,11.737976
44.34314,-69.65125
47.602072,10.812889
50.899784,7.874453
47.647947,12.174034
47.409108,10.280006
44.34314,-69.65125
22.890827,88.425677
47.492674,11.104571
51.163154,14.455795
46.8,14.18333
47.653932,11.366395
51.163154,14.455795
47.602072,10.812889
47.736714,11.857395
49.449015,11.684887
47.742464,12.157573
22.890827,88.425677
47.633757,11.233078
51.163154,14.455795
47.568013,10.693711
40.755325,-89.57569
51.900114,10.521569
47.690013,12.801937
47.705086,11.413774
49.784984,9.941828
47.574688,10.293852
47.44048,11.263952
51.163154,14.455795
49.9879,11.979943
47.968835,11.18182
47.668951,12.482532
47.718903,11.949842
47.564956,12.28843
47.492674,11.104571
47.682374,11.576555
47.602072,10.812889
49.974567,11.029575
54.19925,19.70315
47.449497,11.007059
49.302167,11.358727
51.163154,14.455795
50.244892,10.460734
49.861193,10.233518
47.492674,11.104571
47.774382,11.322193
48.780925,13.80375
47.556012,10.019312
49.9879,11.979943
47.6023,12.98699
47.781171,12.212884
51.163154,14.455795
47.449497,11.007059
49.504705,11.507746
47.582331,9.911846
47.761064,12.648801
47.612734,12.190504
48.079964,12.53436
48.780925,13.80375
48.049878,11.604593
22.890827,88.425677
40.755325,-89.57569
51.163154,14.455795
47.736714,11.857395
47.556012,10.019312
47.760283,12.460637
51.900114,10.521569
49.990595,11.162357
53.438594,13.189055
51.163154,14.455795
48.573163,10.426974
49.9879,11.979943
47.640891,13.026079
48.070922,11.37745
45.283941,4.583177
51.241084,13.874338
49.9879,11.979943
50.555543,9.673889
47.735827,11.54642
47.686685,11.767553
47.44725,10.237248
47.761064,12.648801
44.34314,-69.65125
47.578544,10.734986
47.647947,12.174034
47.682374,11.576555
49.999955,11.854175
32.818377,-85.188208
48.11667,15.03333
51.163154,14.455795
48.780925,13.80375
50.244892,10.460734
52.745695,8.708627
51.163154,14.455795
49.188186,12.993424
29.297308,110.43844
